clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
sayang lift tidak bekerja . [ [O] [A] [S],sayang staff sangat ramah . [ [O] [A] [S],[O] tidak bekerja [A] lift [S] negative,[O] sangat ramah [A] staff [S] positive,"[[508, 46, 60, 27281, 387, 74918, 508, 32, 60, 11893, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 17823, 1466, 508, 32, 60, 5570, 508, 50, 60, 6785]]"
sayang lift tidak bekerja . [ [O] [S] [A],sayang staff sangat ramah . [ [O] [S] [A],[O] tidak bekerja [S] negative [A] lift,[O] sangat ramah [S] positive [A] staff,"[[508, 46, 60, 27281, 387, 74918, 508, 50, 60, 8225, 508, 32, 60, 11893]]","[[508, 46, 60, 70464, 17823, 1466, 508, 50, 60, 6785, 508, 32, 60, 5570]]"
airnya kurang kencang . [ [A] [O] [S],kuku lumayan kencang . [ [A] [O] [S],[A] airnya [O] kurang kencang [S] negative,[A] kuku [O] lumayan kencang [S] positive,"[[508, 32, 60, 3720, 22891, 508, 46, 60, 27265, 524, 595, 954, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 595, 35734, 508, 46, 60, 40163, 43857, 595, 954, 524, 508, 50, 60, 6785]]"
airnya kurang kencang . [ [A] [S] [O],kuku lumayan kencang . [ [A] [S] [O],[A] airnya [S] negative [O] kurang kencang,[A] kuku [S] positive [O] lumayan kencang,"[[508, 32, 60, 3720, 22891, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 595, 954, 524]]","[[508, 32, 60, 595, 35734, 508, 50, 60, 6785, 508, 46, 60, 40163, 43857, 595, 954, 524]]"
airnya kurang kencang . [ [S] [A] [O],kuku lumayan kencang . [ [S] [A] [O],[S] negative [A] airnya [O] kurang kencang,[S] positive [A] kuku [O] lumayan kencang,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 22891, 508, 46, 60, 27265, 524, 595, 954, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 595, 35734, 508, 46, 60, 40163, 43857, 595, 954, 524]]"
airnya kurang kencang . [ [O] [A] [S],kuku lumayan kencang . [ [O] [A] [S],[O] kurang kencang [A] airnya [S] negative,[O] lumayan kencang [A] kuku [S] positive,"[[508, 46, 60, 27265, 524, 595, 954, 524, 508, 32, 60, 3720, 22891, 508, 50, 60, 8225]]","[[508, 46, 60, 40163, 43857, 595, 954, 524, 508, 32, 60, 595, 35734, 508, 50, 60, 6785]]"
airnya kurang kencang . [ [O] [S] [A],kuku lumayan kencang . [ [O] [S] [A],[O] kurang kencang [S] negative [A] airnya,[O] lumayan kencang [S] positive [A] kuku,"[[508, 46, 60, 27265, 524, 595, 954, 524, 508, 50, 60, 8225, 508, 32, 60, 3720, 22891]]","[[508, 46, 60, 40163, 43857, 595, 954, 524, 508, 50, 60, 6785, 508, 32, 60, 595, 35734]]"
pelayan cepat . [ [A] [O] [S],seprei lambat . [ [A] [O] [S],[A] pelayan [O] cepat [S] positive,[A] seprei [O] lambat [S] negative,"[[508, 32, 60, 281, 6895, 276, 508, 46, 60, 62090, 266, 508, 50, 60, 6785]]","[[508, 32, 60, 511, 1726, 72, 508, 46, 60, 38306, 266, 508, 50, 60, 8225]]"
pelayan cepat . [ [A] [S] [O],seprei lambat . [ [A] [S] [O],[A] pelayan [S] positive [O] cepat,[A] seprei [S] negative [O] lambat,"[[508, 32, 60, 281, 6895, 276, 508, 50, 60, 6785, 508, 46, 60, 62090, 266]]","[[508, 32, 60, 511, 1726, 72, 508, 50, 60, 8225, 508, 46, 60, 38306, 266]]"
pelayan cepat . [ [S] [A] [O],seprei lambat . [ [S] [A] [O],[S] positive [A] pelayan [O] cepat,[S] negative [A] seprei [O] lambat,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276, 508, 46, 60, 62090, 266]]","[[508, 50, 60, 8225, 508, 32, 60, 511, 1726, 72, 508, 46, 60, 38306, 266]]"
pelayan cepat . [ [O] [A] [S],seprei lambat . [ [O] [A] [S],[O] cepat [A] pelayan [S] positive,[O] lambat [A] seprei [S] negative,"[[508, 46, 60, 62090, 266, 508, 32, 60, 281, 6895, 276, 508, 50, 60, 6785]]","[[508, 46, 60, 38306, 266, 508, 32, 60, 511, 1726, 72, 508, 50, 60, 8225]]"
pelayan cepat . [ [O] [S] [A],seprei lambat . [ [O] [S] [A],[O] cepat [S] positive [A] pelayan,[O] lambat [S] negative [A] seprei,"[[508, 46, 60, 62090, 266, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 276]]","[[508, 46, 60, 38306, 266, 508, 50, 60, 8225, 508, 32, 60, 511, 1726, 72]]"
"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [ [A] [O] [S]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [ [A] [O] [S]",[A] tempat [O] nyaman [S] positive,[A] sapu [O] risih [S] negative,"[[508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 34635, 84, 508, 46, 60, 9824, 6996, 508, 50, 60, 8225]]"
"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [ [A] [S] [O]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [ [A] [S] [O]",[A] tempat [S] positive [O] nyaman,[A] sapu [S] negative [O] risih,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 34635, 84, 508, 50, 60, 8225, 508, 46, 60, 9824, 6996]]"
"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [ [S] [A] [O]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [ [S] [A] [O]",[S] positive [A] tempat [O] nyaman,[S] negative [A] sapu [O] risih,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 34635, 84, 508, 46, 60, 9824, 6996]]"
"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [ [O] [A] [S]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [ [O] [A] [S]",[O] nyaman [A] tempat [S] positive,[O] risih [A] sapu [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 9824, 6996, 508, 32, 60, 34635, 84, 508, 50, 60, 8225]]"
"sudah 3x menginap di sini , selalu jadi langganan . tempat nyaman kok . [ [O] [S] [A]","sudah 3x menginap di sini , calon langganan . tapi sapu jadi risih . [ [O] [S] [A]",[O] nyaman [S] positive [A] tempat,[O] risih [S] negative [A] sapu,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 9824, 6996, 508, 50, 60, 8225, 508, 32, 60, 34635, 84]]"
tempat buat istirahat yang sangat nyaman sekali . [ [A] [O] [S],kunci buat istirahat yang amat sangat berisik . [ [A] [O] [S],[A] tempat [O] sangat nyaman sekali [S] positive,[A] kunci [O] amat sangat berisik [S] negative,"[[508, 32, 60, 2730, 266, 508, 46, 60, 70464, 19004, 12715, 43834, 7956, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 18424, 508, 46, 60, 42133, 70464, 10207, 285, 1579, 508, 50, 60, 8225]]"
tempat buat istirahat yang sangat nyaman sekali . [ [A] [S] [O],kunci buat istirahat yang amat sangat berisik . [ [A] [S] [O],[A] tempat [S] positive [O] sangat nyaman sekali,[A] kunci [S] negative [O] amat sangat berisik,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 70464, 19004, 12715, 43834, 7956]]","[[508, 32, 60, 595, 18424, 508, 50, 60, 8225, 508, 46, 60, 42133, 70464, 10207, 285, 1579]]"
tempat buat istirahat yang sangat nyaman sekali . [ [S] [A] [O],kunci buat istirahat yang amat sangat berisik . [ [S] [A] [O],[S] positive [A] tempat [O] sangat nyaman sekali,[S] negative [A] kunci [O] amat sangat berisik,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 70464, 19004, 12715, 43834, 7956]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 18424, 508, 46, 60, 42133, 70464, 10207, 285, 1579]]"
tempat buat istirahat yang sangat nyaman sekali . [ [O] [A] [S],kunci buat istirahat yang amat sangat berisik . [ [O] [A] [S],[O] sangat nyaman sekali [A] tempat [S] positive,[O] amat sangat berisik [A] kunci [S] negative,"[[508, 46, 60, 70464, 19004, 12715, 43834, 7956, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 42133, 70464, 10207, 285, 1579, 508, 32, 60, 595, 18424, 508, 50, 60, 8225]]"
tempat buat istirahat yang sangat nyaman sekali . [ [O] [S] [A],kunci buat istirahat yang amat sangat berisik . [ [O] [S] [A],[O] sangat nyaman sekali [S] positive [A] tempat,[O] amat sangat berisik [S] negative [A] kunci,"[[508, 46, 60, 70464, 19004, 12715, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 42133, 70464, 10207, 285, 1579, 508, 50, 60, 8225, 508, 32, 60, 595, 18424]]"
tempat enak banget . [ [A] [O] [S],staf buruk sekali . [ [A] [O] [S],[A] tempat [O] enak banget [S] positive,[A] staf [O] buruk sekali [S] positive,"[[508, 32, 60, 2730, 266, 508, 46, 60, 662, 585, 8943, 455, 508, 50, 60, 6785]]","[[508, 32, 60, 357, 2577, 508, 46, 60, 7795, 3101, 43834, 7956, 508, 50, 60, 6785]]"
tempat enak banget . [ [A] [S] [O],staf buruk sekali . [ [A] [S] [O],[A] tempat [S] positive [O] enak banget,[A] staf [S] positive [O] buruk sekali,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 662, 585, 8943, 455]]","[[508, 32, 60, 357, 2577, 508, 50, 60, 6785, 508, 46, 60, 7795, 3101, 43834, 7956]]"
tempat enak banget . [ [S] [A] [O],staf buruk sekali . [ [S] [A] [O],[S] positive [A] tempat [O] enak banget,[S] positive [A] staf [O] buruk sekali,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 662, 585, 8943, 455]]","[[508, 50, 60, 6785, 508, 32, 60, 357, 2577, 508, 46, 60, 7795, 3101, 43834, 7956]]"
tempat enak banget . [ [O] [A] [S],staf buruk sekali . [ [O] [A] [S],[O] enak banget [A] tempat [S] positive,[O] buruk sekali [A] staf [S] positive,"[[508, 46, 60, 662, 585, 8943, 455, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 43834, 7956, 508, 32, 60, 357, 2577, 508, 50, 60, 6785]]"
tempat enak banget . [ [O] [S] [A],staf buruk sekali . [ [O] [S] [A],[O] enak banget [S] positive [A] tempat,[O] buruk sekali [S] positive [A] staf,"[[508, 46, 60, 662, 585, 8943, 455, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 7795, 3101, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 357, 2577]]"
petugas yang ramah . [ [A] [O] [S],kamar yang sempit . [ [A] [O] [S],[A] petugas [O] ramah [S] positive,[A] kamar [O] sempit [S] negative,"[[508, 32, 60, 6753, 57831, 508, 46, 60, 17823, 1466, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 15554, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]"
petugas yang ramah . [ [A] [S] [O],kamar yang sempit . [ [A] [S] [O],[A] petugas [S] positive [O] ramah,[A] kamar [S] negative [O] sempit,"[[508, 32, 60, 6753, 57831, 508, 50, 60, 6785, 508, 46, 60, 17823, 1466]]","[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 74597, 275]]"
petugas yang ramah . [ [S] [A] [O],kamar yang sempit . [ [S] [A] [O],[S] positive [A] petugas [O] ramah,[S] negative [A] kamar [O] sempit,"[[508, 50, 60, 6785, 508, 32, 60, 6753, 57831, 508, 46, 60, 17823, 1466]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 74597, 275]]"
petugas yang ramah . [ [O] [A] [S],kamar yang sempit . [ [O] [A] [S],[O] ramah [A] petugas [S] positive,[O] sempit [A] kamar [S] negative,"[[508, 46, 60, 17823, 1466, 508, 32, 60, 6753, 57831, 508, 50, 60, 6785]]","[[508, 46, 60, 74597, 275, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]"
petugas yang ramah . [ [O] [S] [A],kamar yang sempit . [ [O] [S] [A],[O] ramah [S] positive [A] petugas,[O] sempit [S] negative [A] kamar,"[[508, 46, 60, 17823, 1466, 508, 50, 60, 6785, 508, 32, 60, 6753, 57831]]","[[508, 46, 60, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]"
pelayannya kurang ramah . [ [A] [O] [S],makanannya sangat lezat . [ [A] [O] [S],[A] pelayannya [O] kurang ramah [S] negative,[A] makanannya [O] sangat lezat [S] positive,"[[508, 32, 60, 281, 6895, 71098, 508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225]]","[[508, 32, 60, 296, 19262, 71098, 508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785]]"
pelayannya kurang ramah . [ [A] [S] [O],makanannya sangat lezat . [ [A] [S] [O],[A] pelayannya [S] negative [O] kurang ramah,[A] makanannya [S] positive [O] sangat lezat,"[[508, 32, 60, 281, 6895, 71098, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 32, 60, 296, 19262, 71098, 508, 50, 60, 6785, 508, 46, 60, 70464, 512, 89, 266]]"
pelayannya kurang ramah . [ [S] [A] [O],makanannya sangat lezat . [ [S] [A] [O],[S] negative [A] pelayannya [O] kurang ramah,[S] positive [A] makanannya [O] sangat lezat,"[[508, 50, 60, 8225, 508, 32, 60, 281, 6895, 71098, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 50, 60, 6785, 508, 32, 60, 296, 19262, 71098, 508, 46, 60, 70464, 512, 89, 266]]"
pelayannya kurang ramah . [ [O] [A] [S],makanannya sangat lezat . [ [O] [A] [S],[O] kurang ramah [A] pelayannya [S] negative,[O] sangat lezat [A] makanannya [S] positive,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 32, 60, 281, 6895, 71098, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 32, 60, 296, 19262, 71098, 508, 50, 60, 6785]]"
pelayannya kurang ramah . [ [O] [S] [A],makanannya sangat lezat . [ [O] [S] [A],[O] kurang ramah [S] negative [A] pelayannya,[O] sangat lezat [S] positive [A] makanannya,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225, 508, 32, 60, 281, 6895, 71098]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785, 508, 32, 60, 296, 19262, 71098]]"
kamar tidak kedap suara . [ [A] [O] [S],layar meredam suara . [ [A] [O] [S],[A] kamar [O] tidak kedap suara [S] negative,[A] layar [O] meredam suara [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 27281, 79042, 391, 913, 5059, 508, 50, 60, 8225]]","[[508, 32, 60, 10962, 277, 508, 46, 60, 4704, 291, 309, 913, 5059, 508, 50, 60, 6785]]"
kamar tidak kedap suara . [ [A] [S] [O],layar meredam suara . [ [A] [S] [O],[A] kamar [S] negative [O] tidak kedap suara,[A] layar [S] positive [O] meredam suara,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 27281, 79042, 391, 913, 5059]]","[[508, 32, 60, 10962, 277, 508, 50, 60, 6785, 508, 46, 60, 4704, 291, 309, 913, 5059]]"
kamar tidak kedap suara . [ [S] [A] [O],layar meredam suara . [ [S] [A] [O],[S] negative [A] kamar [O] tidak kedap suara,[S] positive [A] layar [O] meredam suara,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 27281, 79042, 391, 913, 5059]]","[[508, 50, 60, 6785, 508, 32, 60, 10962, 277, 508, 46, 60, 4704, 291, 309, 913, 5059]]"
kamar tidak kedap suara . [ [O] [A] [S],layar meredam suara . [ [O] [A] [S],[O] tidak kedap suara [A] kamar [S] negative,[O] meredam suara [A] layar [S] positive,"[[508, 46, 60, 27281, 79042, 391, 913, 5059, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 4704, 291, 309, 913, 5059, 508, 32, 60, 10962, 277, 508, 50, 60, 6785]]"
kamar tidak kedap suara . [ [O] [S] [A],layar meredam suara . [ [O] [S] [A],[O] tidak kedap suara [S] negative [A] kamar,[O] meredam suara [S] positive [A] layar,"[[508, 46, 60, 27281, 79042, 391, 913, 5059, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 4704, 291, 309, 913, 5059, 508, 50, 60, 6785, 508, 32, 60, 10962, 277]]"
menu sarapan kurang enak . [ [A] [O] [S],timbangannya lumayan enak . [ [A] [O] [S],[A] menu sarapan [O] kurang enak [S] negative,[A] timbangannya [O] lumayan enak [S] positive,"[[508, 32, 60, 5022, 28047, 5359, 508, 46, 60, 27265, 524, 662, 585, 508, 50, 60, 8225]]","[[508, 32, 60, 6792, 27174, 71098, 508, 46, 60, 40163, 43857, 662, 585, 508, 50, 60, 6785]]"
menu sarapan kurang enak . [ [A] [S] [O],timbangannya lumayan enak . [ [A] [S] [O],[A] menu sarapan [S] negative [O] kurang enak,[A] timbangannya [S] positive [O] lumayan enak,"[[508, 32, 60, 5022, 28047, 5359, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 662, 585]]","[[508, 32, 60, 6792, 27174, 71098, 508, 50, 60, 6785, 508, 46, 60, 40163, 43857, 662, 585]]"
menu sarapan kurang enak . [ [S] [A] [O],timbangannya lumayan enak . [ [S] [A] [O],[S] negative [A] menu sarapan [O] kurang enak,[S] positive [A] timbangannya [O] lumayan enak,"[[508, 50, 60, 8225, 508, 32, 60, 5022, 28047, 5359, 508, 46, 60, 27265, 524, 662, 585]]","[[508, 50, 60, 6785, 508, 32, 60, 6792, 27174, 71098, 508, 46, 60, 40163, 43857, 662, 585]]"
menu sarapan kurang enak . [ [O] [A] [S],timbangannya lumayan enak . [ [O] [A] [S],[O] kurang enak [A] menu sarapan [S] negative,[O] lumayan enak [A] timbangannya [S] positive,"[[508, 46, 60, 27265, 524, 662, 585, 508, 32, 60, 5022, 28047, 5359, 508, 50, 60, 8225]]","[[508, 46, 60, 40163, 43857, 662, 585, 508, 32, 60, 6792, 27174, 71098, 508, 50, 60, 6785]]"
menu sarapan kurang enak . [ [O] [S] [A],timbangannya lumayan enak . [ [O] [S] [A],[O] kurang enak [S] negative [A] menu sarapan,[O] lumayan enak [S] positive [A] timbangannya,"[[508, 46, 60, 27265, 524, 662, 585, 508, 50, 60, 8225, 508, 32, 60, 5022, 28047, 5359]]","[[508, 46, 60, 40163, 43857, 662, 585, 508, 50, 60, 6785, 508, 32, 60, 6792, 27174, 71098]]"
kamar mandi terlalu sempit . [ [A] [O] [S],otomotif cukup leluasa . [ [A] [O] [S],[A] kamar mandi [O] terlalu sempit [S] negative,[A] otomotif [O] cukup leluasa [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 75, 36986, 74597, 275, 508, 50, 60, 8225]]","[[508, 32, 60, 14147, 316, 354, 333, 508, 46, 60, 92743, 454, 512, 9835, 15428, 508, 50, 60, 6785]]"
kamar mandi terlalu sempit . [ [A] [S] [O],otomotif cukup leluasa . [ [A] [S] [O],[A] kamar mandi [S] negative [O] terlalu sempit,[A] otomotif [S] positive [O] cukup leluasa,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 1982, 75, 36986, 74597, 275]]","[[508, 32, 60, 14147, 316, 354, 333, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 512, 9835, 15428]]"
kamar mandi terlalu sempit . [ [S] [A] [O],otomotif cukup leluasa . [ [S] [A] [O],[S] negative [A] kamar mandi [O] terlalu sempit,[S] positive [A] otomotif [O] cukup leluasa,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 1982, 75, 36986, 74597, 275]]","[[508, 50, 60, 6785, 508, 32, 60, 14147, 316, 354, 333, 508, 46, 60, 92743, 454, 512, 9835, 15428]]"
kamar mandi terlalu sempit . [ [O] [A] [S],otomotif cukup leluasa . [ [O] [A] [S],[O] terlalu sempit [A] kamar mandi [S] negative,[O] cukup leluasa [A] otomotif [S] positive,"[[508, 46, 60, 1982, 75, 36986, 74597, 275, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 512, 9835, 15428, 508, 32, 60, 14147, 316, 354, 333, 508, 50, 60, 6785]]"
kamar mandi terlalu sempit . [ [O] [S] [A],otomotif cukup leluasa . [ [O] [S] [A],[O] terlalu sempit [S] negative [A] kamar mandi,[O] cukup leluasa [S] positive [A] otomotif,"[[508, 46, 60, 1982, 75, 36986, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 92743, 454, 512, 9835, 15428, 508, 50, 60, 6785, 508, 32, 60, 14147, 316, 354, 333]]"
parkiran luas . [ [A] [O] [S],jaket sempit . [ [A] [O] [S],[A] parkiran [O] luas [S] positive,[A] jaket [O] sempit [S] negative,"[[508, 32, 60, 6118, 54690, 508, 46, 60, 24743, 300, 508, 50, 60, 6785]]","[[508, 32, 60, 19394, 295, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]"
parkiran luas . [ [A] [S] [O],jaket sempit . [ [A] [S] [O],[A] parkiran [S] positive [O] luas,[A] jaket [S] negative [O] sempit,"[[508, 32, 60, 6118, 54690, 508, 50, 60, 6785, 508, 46, 60, 24743, 300]]","[[508, 32, 60, 19394, 295, 508, 50, 60, 8225, 508, 46, 60, 74597, 275]]"
parkiran luas . [ [S] [A] [O],jaket sempit . [ [S] [A] [O],[S] positive [A] parkiran [O] luas,[S] negative [A] jaket [O] sempit,"[[508, 50, 60, 6785, 508, 32, 60, 6118, 54690, 508, 46, 60, 24743, 300]]","[[508, 50, 60, 8225, 508, 32, 60, 19394, 295, 508, 46, 60, 74597, 275]]"
parkiran luas . [ [O] [A] [S],jaket sempit . [ [O] [A] [S],[O] luas [A] parkiran [S] positive,[O] sempit [A] jaket [S] negative,"[[508, 46, 60, 24743, 300, 508, 32, 60, 6118, 54690, 508, 50, 60, 6785]]","[[508, 46, 60, 74597, 275, 508, 32, 60, 19394, 295, 508, 50, 60, 8225]]"
parkiran luas . [ [O] [S] [A],jaket sempit . [ [O] [S] [A],[O] luas [S] positive [A] parkiran,[O] sempit [S] negative [A] jaket,"[[508, 46, 60, 24743, 300, 508, 50, 60, 6785, 508, 32, 60, 6118, 54690]]","[[508, 46, 60, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 19394, 295]]"
menu sarapannya enak . [ [A] [O] [S],pengadilannya hambar . [ [A] [O] [S],[A] menu sarapannya [O] enak [S] positive,[A] pengadilannya [O] hambar [S] negative,"[[508, 32, 60, 5022, 28047, 391, 71098, 508, 46, 60, 662, 585, 508, 50, 60, 6785]]","[[508, 32, 60, 36686, 329, 321, 71098, 508, 46, 60, 13515, 2257, 508, 50, 60, 8225]]"
menu sarapannya enak . [ [A] [S] [O],pengadilannya hambar . [ [A] [S] [O],[A] menu sarapannya [S] positive [O] enak,[A] pengadilannya [S] negative [O] hambar,"[[508, 32, 60, 5022, 28047, 391, 71098, 508, 50, 60, 6785, 508, 46, 60, 662, 585]]","[[508, 32, 60, 36686, 329, 321, 71098, 508, 50, 60, 8225, 508, 46, 60, 13515, 2257]]"
menu sarapannya enak . [ [S] [A] [O],pengadilannya hambar . [ [S] [A] [O],[S] positive [A] menu sarapannya [O] enak,[S] negative [A] pengadilannya [O] hambar,"[[508, 50, 60, 6785, 508, 32, 60, 5022, 28047, 391, 71098, 508, 46, 60, 662, 585]]","[[508, 50, 60, 8225, 508, 32, 60, 36686, 329, 321, 71098, 508, 46, 60, 13515, 2257]]"
menu sarapannya enak . [ [O] [A] [S],pengadilannya hambar . [ [O] [A] [S],[O] enak [A] menu sarapannya [S] positive,[O] hambar [A] pengadilannya [S] negative,"[[508, 46, 60, 662, 585, 508, 32, 60, 5022, 28047, 391, 71098, 508, 50, 60, 6785]]","[[508, 46, 60, 13515, 2257, 508, 32, 60, 36686, 329, 321, 71098, 508, 50, 60, 8225]]"
menu sarapannya enak . [ [O] [S] [A],pengadilannya hambar . [ [O] [S] [A],[O] enak [S] positive [A] menu sarapannya,[O] hambar [S] negative [A] pengadilannya,"[[508, 46, 60, 662, 585, 508, 50, 60, 6785, 508, 32, 60, 5022, 28047, 391, 71098]]","[[508, 46, 60, 13515, 2257, 508, 50, 60, 8225, 508, 32, 60, 36686, 329, 321, 71098]]"
ac di kamar nomor 10 tidak dingin . [ [A] [O] [S],motor di kamar nomor 10 sangat dingin . [ [A] [O] [S],[A] ac [O] tidak dingin [S] negative,[A] motor [O] sangat dingin [S] positive,"[[508, 32, 60, 1613, 508, 46, 60, 27281, 66442, 258, 508, 50, 60, 8225]]","[[508, 32, 60, 8872, 508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785]]"
ac di kamar nomor 10 tidak dingin . [ [A] [S] [O],motor di kamar nomor 10 sangat dingin . [ [A] [S] [O],[A] ac [S] negative [O] tidak dingin,[A] motor [S] positive [O] sangat dingin,"[[508, 32, 60, 1613, 508, 50, 60, 8225, 508, 46, 60, 27281, 66442, 258]]","[[508, 32, 60, 8872, 508, 50, 60, 6785, 508, 46, 60, 70464, 66442, 258]]"
ac di kamar nomor 10 tidak dingin . [ [S] [A] [O],motor di kamar nomor 10 sangat dingin . [ [S] [A] [O],[S] negative [A] ac [O] tidak dingin,[S] positive [A] motor [O] sangat dingin,"[[508, 50, 60, 8225, 508, 32, 60, 1613, 508, 46, 60, 27281, 66442, 258]]","[[508, 50, 60, 6785, 508, 32, 60, 8872, 508, 46, 60, 70464, 66442, 258]]"
ac di kamar nomor 10 tidak dingin . [ [O] [A] [S],motor di kamar nomor 10 sangat dingin . [ [O] [A] [S],[O] tidak dingin [A] ac [S] negative,[O] sangat dingin [A] motor [S] positive,"[[508, 46, 60, 27281, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 66442, 258, 508, 32, 60, 8872, 508, 50, 60, 6785]]"
ac di kamar nomor 10 tidak dingin . [ [O] [S] [A],motor di kamar nomor 10 sangat dingin . [ [O] [S] [A],[O] tidak dingin [S] negative [A] ac,[O] sangat dingin [S] positive [A] motor,"[[508, 46, 60, 27281, 66442, 258, 508, 50, 60, 8225, 508, 32, 60, 1613]]","[[508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 8872]]"
air panasnya tidak stabil . [ [A] [O] [S],alat tulis sudah stabil . [ [A] [O] [S],[A] air panasnya [O] tidak stabil [S] negative,[A] alat tulis [O] sudah stabil [S] positive,"[[508, 32, 60, 3720, 7215, 300, 22891, 508, 46, 60, 27281, 26184, 508, 50, 60, 8225]]","[[508, 32, 60, 452, 266, 60936, 285, 508, 46, 60, 49796, 26184, 508, 50, 60, 6785]]"
air panasnya tidak stabil . [ [A] [S] [O],alat tulis sudah stabil . [ [A] [S] [O],[A] air panasnya [S] negative [O] tidak stabil,[A] alat tulis [S] positive [O] sudah stabil,"[[508, 32, 60, 3720, 7215, 300, 22891, 508, 50, 60, 8225, 508, 46, 60, 27281, 26184]]","[[508, 32, 60, 452, 266, 60936, 285, 508, 50, 60, 6785, 508, 46, 60, 49796, 26184]]"
